began	1960	2364448
began	1970	2440322
began	1980	2687804
began	1990	3700545
beginning	1960	1781887
beginning	1970	1785867
beginning	1980	1872935
beginning	1990	2418478
begins	1960	584317
begins	1970	673832
begins	1980	814460
begins	1990	1095452
behind	1960	1592590
behind	1970	1540342
behind	1980	1765419
behind	1990	2651547
being	1960	8012062
being	1970	8174740
being	1980	8293317
being	1990	10835719
believes	1960	260365
believes	1970	298972
believes	1980	321177
believes	1990	412332
belong	1960	402176
belong	1970	338333
belong	1980	313596
belong	1990	411029
belongs	1960	293377
belongs	1970	233303
belongs	1980	219406
belongs	1990	285095
beloved	1960	174183
beloved	1970	158399
beloved	1980	163712
beloved	1990	239527
belt	1960	221923
belt	1970	210320
belt	1980	235040
belt	1990	301842
beneath	1960	425990
beneath	1970	400916
beneath	1980	435462
beneath	1990	626382
bent	1960	271466
bent	1970	244295
bent	1980	260883
bent	1990	354598
berry	1960	63657
berry	1970	83867
berry	1980	109534
berry	1990	150960
beside	1960	421848
beside	1970	360059
beside	1980	407572
beside	1990	580384
besides	1960	598668
besides	1970	521486
besides	1980	483480
besides	1990	610476
best	1960	3187704
best	1970	3288267
best	1980	3615121
best	1990	4940133
better	1960	3127535
better	1970	3198747
better	1980	3373342
better	1990	4561140
betty	1960	90210
betty	1970	143203
betty	1980	195462
betty	1990	255940
between	1960	10344978
between	1970	11245387
between	1980	12234960
between	1990	15231033
bibliography	1960	384484
bibliography	1970	500620
bibliography	1980	601059
bibliography	1990	516639
big	1960	1387114
big	1970	1458723
big	1980	1640476
big	1990	2526644
bigger	1960	129126
bigger	1970	137319
bigger	1980	153583
bigger	1990	252169
biggest	1960	106560
biggest	1970	123131
biggest	1980	152825
biggest	1990	251844
bin	1960	56233
bin	1970	59793
bin	1980	63268
bin	1990	100453
bins	1960	15546
bins	1970	15751
bins	1980	18571
bins	1990	24458
bite	1960	101528
bite	1970	109123
bite	1980	127719
bite	1990	192785
bits	1960	143605
bits	1970	192055
bits	1980	336109
bits	1990	400409
bitten	1960	30971
bitten	1970	28647
bitten	1980	28619
bitten	1990	39213
bitter	1960	342150
bitter	1970	288398
bitter	1980	259371
bitter	1990	316546
black	1960	1966314
black	1970	3383177
black	1980	3435644
black	1990	5236205
blight	1960	33598
blight	1970	28895
blight	1980	19978
blight	1990	26980
blighted	1960	14872
blighted	1970	13448
blighted	1980	10242
blighted	1990	11711
bloom	1960	99874
bloom	1970	106797
bloom	1980	133919
bloom	1990	175595
blooming	1960	28177
blooming	1970	23687
blooming	1980	24475
blooming	1990	34260
blooms	1960	20411
blooms	1970	19201
blooms	1980	18565
blooms	1990	31538
blossom	1960	47845
blossom	1970	41041
blossom	1980	42966
blossom	1990	59150
blossomed	1960	12411
blossomed	1970	11746
blossomed	1980	13873
blossomed	1990	20703
blossoming	1960	12431
blossoming	1970	11329
blossoming	1980	12669
blossoming	1990	17884
blossoms	1960	44897
blossoms	1970	39641
blossoms	1980	42068
blossoms	1990	58645
blotch	1960	3899
blotch	1970	2682
blotch	1980	4414
blotch	1990	4477
blown	1960	107517
blown	1970	104333
blown	1980	115627
blown	1990	155150
blows	1960	112851
blows	1970	97649
blows	1980	92004
blows	1990	116384
blue	1960	995015
blue	1970	1029914
blue	1980	1166878
blue	1990	1616823
blueberry	1960	4461
blueberry	1970	5757
blueberry	1980	8419
blueberry	1990	14461
blushes	1960	6173
blushes	1970	4544
blushes	1980	4280
blushes	1990	5395
blushing	1960	17831
blushing	1970	14023
blushing	1980	16263
blushing	1990	22253
board	1960	1785638
board	1970	1974273
board	1980	1809271
board	1990	2049902
bob	1960	151481
bob	1970	221695
bob	1980	326355
bob	1990	493237
bobbed	1960	7991
bobbed	1970	8155
bobbed	1980	10606
bobbed	1990	17050
bobbing	1960	10546
bobbing	1970	10976
bobbing	1980	14639
bobbing	1990	22650
bobbled	1960	213
bobbled	1970	247
bobbled	1980	322
bobbled	1990	515
bobs	1960	3040
bobs	1970	3071
bobs	1980	3873
bobs	1990	4652
boiled	1960	83152
boiled	1970	76338
boiled	1980	74844
boiled	1990	96743
boiling	1960	179895
boiling	1970	155664
boiling	1980	153078
boiling	1990	170377
book	1960	3451244
book	1970	3550613
book	1980	3940983
book	1990	5602711
books	1960	1876203
books	1970	1986966
books	1980	2153350
books	1990	2938035
bore	1960	264520
bore	1970	225166
bore	1980	209639
bore	1990	252285
borer	1960	8318
borer	1970	6581
borer	1980	5825
borer	1990	6434
borers	1960	4456
borers	1970	4301
borers	1980	2953
borers	1990	3366
both	1960	7489624
both	1970	8431399
both	1980	9694794
both	1990	12243189
bottled	1960	15556
bottled	1970	19637
bottled	1980	20039
bottled	1990	30718
bough	1960	20652
bough	1970	15433
bough	1980	12913
bough	1990	16100
boughs	1960	25081
boughs	1970	17848
boughs	1980	14022
boughs	1990	17253
bought	1960	431553
bought	1970	432823
bought	1980	476982
bought	1990	618823
bounced	1960	16324
bounced	1970	18114
bounced	1980	26506
bounced	1990	45008
bouncing	1960	16850
bouncing	1970	20404
bouncing	1980	26881
bouncing	1990	45115
bountiful	1960	13113
bountiful	1970	13842
bountiful	1980	13785
bountiful	1990	18593
boutique	1960	1664
boutique	1970	4371
boutique	1980	8455
boutique	1990	13801
box	1960	595396
box	1970	847277
box	1980	1152750
box	1990	2410682
boxed	1960	11998
boxed	1970	14728
boxed	1980	17158
boxed	1990	24065
boxes	1960	163127
boxes	1970	170062
boxes	1980	193772
boxes	1990	366475
boy	1960	1259478
boy	1970	1192524
boy	1980	1146699
boy	1990	1501875
bran	1960	16186
bran	1970	21270
bran	1980	30928
bran	1990	43077
branch	1960	612394
branch	1970	661712
branch	1980	703428
branch	1990	779647
branched	1960	37693
branched	1970	36227
branched	1980	39925
branched	1990	44080
branches	1960	472134
branches	1970	442515
branches	1980	437023
branches	1990	504744
branching	1960	47351
branching	1970	48922
branching	1980	65290
branching	1990	65312
brand	1960	154186
brand	1970	162538
brand	1980	212471
brand	1990	330474
brandies	1960	2449
brandies	1970	2509
brandies	1980	2213
brandies	1990	2266
brandy	1960	55126
brandy	1970	51136
brandy	1980	58304
brandy	1990	65903
bread	1960	398735
bread	1970	381677
bread	1980	381964
bread	1990	546041
breakfast	1960	192437
breakfast	1970	195223
breakfast	1980	244026
breakfast	1990	374456
breasts	1960	86041
breasts	1970	106837
breasts	1980	150330
breasts	1990	226997
breeding	1960	147379
breeding	1970	136014
breeding	1980	130981
breeding	1990	177451
brigand	1960	4919
brigand	1970	4061
brigand	1980	2917
brigand	1990	3565
bright	1960	525110
bright	1970	477047
bright	1980	509719
bright	1990	692378
brilliant	1960	318453
brilliant	1970	264026
brilliant	1980	243269
brilliant	1990	300060
bring	1960	1535384
bring	1970	1478650
bring	1980	1453281
bring	1990	2008113
broken	1960	727686
broken	1970	684995
broken	1980	669181
broken	1990	862851
brought	1960	2528792
brought	1970	2251948
brought	1980	2032053
brought	1990	2480288
brown	1960	1025154
brown	1970	1232595
brown	1980	1405741
brown	1990	1741324
browning	1960	71354
browning	1970	59481
browning	1980	70527
browning	1990	80295
bruised	1960	23223
bruised	1970	24606
bruised	1980	27190
bruised	1990	42172
bud	1960	63295
bud	1970	72579
bud	1980	87985
bud	1990	119848
budded	1960	2518
budded	1970	2103
budded	1980	1819
budded	1990	2070
budding	1960	24639
budding	1970	26138
budding	1980	29127
budding	1990	37057
buds	1960	47239
buds	1970	44838
buds	1980	43217
buds	1990	56024
building	1960	1628848
building	1970	1858407
building	1980	2056491
building	1990	2701171
builds	1960	59629
builds	1970	67003
builds	1980	79478
builds	1990	123701
built	1960	1282432
built	1970	1302019
built	1980	1327905
built	1990	1683062
bulged	1960	6460
bulged	1970	6018
bulged	1980	7300
bulged	1990	10475
bulging	1960	26580
bulging	1970	26767
bulging	1980	34395
bulging	1990	43216
burning	1960	342001
burning	1970	343585
burning	1980	361244
burning	1990	489262
bush	1960	145527
bush	1970	134258
bush	1980	164770
bush	1990	393980
bushes	1960	66964
bushes	1970	59928
bushes	1980	60449
bushes	1990	84303
business	1960	2829090
business	1970	2801769
business	1980	3275176
business	1990	4510904
but	1960	40761228
but	1970	38557288
but	1980	38568242
but	1990	49429414
butter	1960	174070
butter	1970	179487
butter	1980	215186
butter	1990	273549
buttered	1960	10926
buttered	1970	10043
buttered	1980	12221
buttered	1990	12678
buy	1960	540689
buy	1970	578461
buy	1980	679473
buy	1990	974668
buyers	1960	85779
buyers	1970	87175
buyers	1980	110027
buyers	1990	159074
buying	1960	208112
buying	1970	220110
buying	1980	255270
buying	1990	343892
by	1960	69882421
by	1970	70026879
by	1980	71243765
by	1990	82583867
c	1960	4937689
c	1970	5940652
c	1980	7078237
c	1990	8009360
cactus	1960	24473
cactus	1970	28342
cactus	1980	27423
cactus	1990	37265
cafe	1960	70164
cafe	1970	77516
cafe	1980	91079
cafe	1990	158490
cake	1960	110806
cake	1970	115138
cake	1980	138028
cake	1990	218361
cakes	1960	53589
cakes	1970	50430
cakes	1980	50229
cakes	1990	73887
california	1960	1276326
california	1970	1688880
california	1980	1624367
california	1990	1953943
call	1960	1771974
call	1970	1778945
call	1980	2091904
call	1990	3258108
called	1960	4810453
called	1970	4586537
called	1980	4860151
called	1990	6430461
calling	1960	428626
calling	1970	427781
calling	1980	481874
calling	1990	731145
calls	1960	552697
calls	1970	594611
calls	1980	730995
calls	1990	1149430
calories	1960	67102
calories	1970	99306
calories	1980	134890
calories	1990	178808
came	1960	4430953
came	1970	4095638
came	1980	4010761
came	1990	5308086
can	1960	18625355
can	1970	21245190
can	1980	25873734
can	1990	36027271
canadian	1960	251641
canadian	1970	305057
canadian	1980	408800
canadian	1990	521085
candied	1960	3521
candied	1970	3851
candied	1980	4894
candied	1990	6979
candy	1960	69560
candy	1970	95292
candy	1980	114062
candy	1990	159817
canker	1960	6998
canker	1970	7173
canker	1980	5000
canker	1990	9396
canned	1960	58617
canned	1970	65550
canned	1980	73369
canned	1990	90646
cannot	1960	3545464
cannot	1970	3385717
cannot	1980	3271681
cannot	1990	3942363
capital	1960	1588922
capital	1970	1609209
capital	1980	1694026
capital	1990	1914979
caramel	1960	3380
caramel	1970	4753
caramel	1980	6735
caramel	1990	11755
caramelized	1960	343
caramelized	1970	354
caramelized	1980	606
caramelized	1990	3206
carefully	1960	713290
carefully	1970	752558
carefully	1980	855958
carefully	1990	1056346
carried	1960	1680108
carried	1970	1508081
carried	1980	1360259
carried	1990	1478536
carrot	1960	15873
carrot	1970	22213
carrot	1980	32262
carrot	1990	46997
carrying	1960	627687
carrying	1970	589163
carrying	1980	576285
carrying	1990	696011
cart	1960	83581
cart	1970	79457
cart	1980	80958
cart	1990	122506
carts	1960	38673
carts	1970	34469
carts	1980	31059
carts	1990	43191
carved	1960	133556
carved	1970	122218
carved	1980	127465
carved	1990	186917
case	1960	5587937
case	1970	5720715
case	1980	6134851
case	1990	7455846
cashew	1960	2444
cashew	1970	2893
cashew	1980	4173
cashew	1990	5728
casserole	1960	9921
casserole	1970	13807
casserole	1980	18654
casserole	1990	21928
cast	1960	614656
cast	1970	614896
cast	1980	687751
cast	1990	899659
caught	1960	528982
caught	1970	533701
caught	1980	601014
caught	1990	892712
caused	1960	998746
caused	1970	1158791
caused	1980	1335414
caused	1990	1642442
causes	1960	910560
causes	1970	1050351
causes	1980	1288266
causes	1990	1603624
causing	1960	256491
causing	1970	340812
causing	1980	446141
causing	1990	573707
cd	1960	129308
cd	1970	180547
cd	1980	273256
cd	1990	627413
cedar	1960	69799
cedar	1970	82292
cedar	1980	87335
cedar	1990	116568
celebrated	1960	223639
celebrated	1970	192359
celebrated	1980	181954
celebrated	1990	252363
celery	1960	19250
celery	1970	26410
celery	1980	32733
celery	1990	43831
cellar	1960	61134
cellar	1970	58574
cellar	1980	58962
cellar	1990	76286
cent	1960	2967315
cent	1970	1543042
cent	1980	682910
cent	1990	493015
center	1960	1542245
center	1970	2202898
center	1980	2701544
center	1990	3648566
central	1960	2062167
central	1970	2304850
central	1980	2654452
central	1990	3218149
ceo	1960	2997
ceo	1970	6196
ceo	1980	33616
ceo	1990	112276
certain	1960	4286067
certain	1970	4029723
certain	1980	3658388
certain	1990	4018403
certified	1960	65488
certified	1970	98233
certified	1980	99847
certified	1990	152203
chairman	1960	482601
chairman	1970	531064
chairman	1980	474515
chairman	1990	423988
chancery	1960	37297
chancery	1970	28752
chancery	1980	29268
chancery	1990	24756
changed	1960	958649
changed	1970	1028363
changed	1980	1149207
changed	1990	1534831
changes	1960	2239999
changes	1970	2876258
changes	1980	3514607
changes	1990	4163073
characteristic	1960	1010328
characteristic	1970	921206
characteristic	1980	894749
characteristic	1990	905019
charges	1960	465030
charges	1970	488179
charges	1980	464755
charges	1990	544649
charles	1960	1521176
charles	1970	1733081
charles	1980	1836968
charles	1990	1928297
charlotte	1960	125222
charlotte	1970	159482
charlotte	1980	200045
charlotte	1990	262755
cheek	1960	110543
cheek	1970	111030
cheek	1980	142873
cheek	1990	214076
cheeked	1960	7833
cheeked	1970	6835
cheeked	1980	6855
cheeked	1990	8627
cheeks	1960	100593
cheeks	1970	90441
cheeks	1980	114861
cheeks	1990	173788
cheese	1960	132078
cheese	1970	157167
cheese	1980	198039
cheese	1990	288358
cherry	1960	72681
cherry	1970	81153
cherry	1980	99839
cherry	1990	135727
chewed	1960	20627
chewed	1970	22379
chewed	1980	28346
chewed	1990	44869
chicken	1960	135901
chicken	1970	186203
chicken	1980	233546
chicken	1990	366777
chief	1960	1663642
chief	1970	1464416
chief	1980	1250402
chief	1990	1415925
chilled	1960	28804
chilled	1970	32279
chilled	1980	41627
chilled	1990	54552
chinese	1960	1162619
chinese	1970	1163357
chinese	1980	1003881
chinese	1990	1396860
chips	1960	49191
chips	1970	72475
chips	1980	133358
chips	1990	183737
choice	1960	1080126
choice	1970	1219000
choice	1980	1427255
choice	1990	1934468
choose	1960	504992
choose	1970	551563
choose	1980	702412
choose	1990	1392553
choosing	1960	157886
choosing	1970	178545
choosing	1980	234017
choosing	1990	380930
chopped	1960	48193
chopped	1970	70816
chopped	1980	103681
chopped	1990	165727
chose	1960	271236
chose	1970	289316
chose	1980	324920
chose	1990	461142
christmas	1960	288732
christmas	1970	279937
christmas	1980	352097
christmas	1990	480887
chunks	1960	14467
chunks	1970	21874
chunks	1980	32304
chunks	1990	54239
chutney	1960	885
chutney	1970	1368
chutney	1980	2476
chutney	1990	5968
cider	1960	17753
cider	1970	18123
cider	1980	17072
cider	1990	26310
ciders	1960	324
ciders	1970	512
ciders	1980	322
ciders	1990	507
cindered	1960	248
cindered	1970	165
cindered	1980	180
cindered	1990	225
cinnamon	1960	20271
cinnamon	1970	22830
cinnamon	1980	31593
cinnamon	1990	63853
circus	1960	68824
circus	1970	71901
circus	1980	89850
circus	1990	102305
city	1960	3899696
city	1970	4405408
city	1980	4080803
city	1990	4952562
claimed	1960	434281
claimed	1970	473102
claimed	1980	504129
claimed	1990	657567
claims	1960	581517
claims	1970	662279
claims	1980	743067
claims	1990	1067060
class	1960	2849236
class	1970	3128694
class	1980	2873762
class	1990	4119133
classic	1960	248938
classic	1970	305376
classic	1980	399597
classic	1990	557100
classroom	1960	360813
classroom	1970	452063
classroom	1980	401857
classroom	1990	674998
classrooms	1960	66120
classrooms	1970	85778
classrooms	1980	77893
classrooms	1990	159219
clean	1960	424414
clean	1970	499982
clean	1980	587545
clean	1990	899285
clear	1960	2257082
clear	1970	2330103
clear	1980	2577779
clear	1990	3262571
cleft	1960	68133
cleft	1970	91332
cleft	1980	88703
cleft	1990	98343
climbed	1960	128753
climbed	1970	121248
climbed	1980	147484
climbed	1990	222561
climbing	1960	94197
climbing	1970	103937
climbing	1980	118280
climbing	1990	194218
club	1960	580543
club	1970	589341
